Ldim_ID,Zebra_Prot_ID,Gene_Name,Identity,Length,Mism,Gap,qs,qe,ss,se,Evalue,Bitscore
g19592,lcl|NC_133191.1_prot_XP_073780813.1_61328,brd9,73.7,396,96,5,308,703,19,406,5.0899999999999996e-191,548.0
g4465,lcl|NC_133193.1_prot_XP_073785825.1_67358,clmpb,73.7,391,91,5,1,385,1,385,6.61e-187,524.0
g110,lcl|NC_133181.1_prot_NP_998028.1_26700,sp7,73.7,457,101,10,1,455,1,440,2.96e-176,502.0
g20556,lcl|NC_133192.1_prot_NP_991164.1_63029,ikzf5,73.7,434,88,10,1,423,1,419,5.75e-175,497.0
g21161,lcl|NC_133189.1_prot_XP_073778194.1_53588,atp1b4,73.7,312,79,1,34,342,1,312,7.31e-174,486.0
g17565,lcl|NC_133195.1_prot_NP_997953.2_71424,echdc2,73.7,297,76,2,38,332,5,301,1.55e-144,411.0
g3788,lcl|NC_133190.1_prot_NP_991209.2_57509,stard10,73.7,262,67,2,3,262,6,267,2.5500000000000003e-144,407.0
g7397,lcl|NC_133198.1_prot_NP_955833.2_83165,armc1l,73.7,274,68,3,1,271,1,273,1.27e-130,372.0
g8156,lcl|NC_133194.1_prot_NP_996976.1_67596,gja9b,73.7,243,62,2,1,242,1,242,8.82e-119,358.0
g7553,lcl|NC_133195.1_prot_XP_073788823.1_73446,unc93a,73.7,236,62,0,3,238,6,241,2.2e-119,351.0
g11703,lcl|NC_133193.1_prot_NP_997784.1_65260,cd9a,73.7,205,54,0,58,262,23,227,1.45e-109,317.0
g3644,lcl|NC_133190.1_prot_NP_001025136.1_55063,rtn2a,73.7,198,52,0,280,477,5,202,5.46e-94,285.0
g20970,lcl|NC_133189.1_prot_XP_003199819.1_51940,tlx3a,73.7,194,41,3,171,363,66,250,9.12e-89,269.0
g20384,lcl|NC_133188.1_prot_NP_001189346.1_51292,marveld1,73.7,156,41,0,79,234,6,161,6.83e-79,236.0
g21225,lcl|NC_133189.1_prot_XP_073777702.1_51909,arl9,73.7,114,30,0,91,204,71,184,5.94e-53,172.0
g13524,lcl|NC_133187.1_prot_XP_021336044.1_47548,si:ch73-256g18.2,73.7,99,22,3,1,96,1,98,7.77e-37,122.0
g11475,lcl|NC_133195.1_prot_NP_001418073.1_73986,hlx1,73.7,57,15,0,187,243,213,269,1.17e-18,87.4
g163,lcl|NC_133181.1_prot_NP_956082.1_26481,inka1b,73.7,38,10,0,213,250,159,196,2.42e-11,66.2
g5351,lcl|NC_133194.1_prot_NP_001002873.1_68666,ctdp1,73.7,57,11,1,68,124,895,947,0.000112,42.4
g109917,lcl|NC_133182.1_prot_XP_073764702.1_29112,tjp1a,73.6,1633,313,30,9,1610,85,1630,0.0,2114.0
g6271,lcl|NC_133192.1_prot_XP_017207091.2_63366,rab3gap2,73.6,1373,333,13,1,1372,1,1344,0.0,1966.0
g11950,lcl|NC_133179.1_prot_XP_005164801.1_14114,gnptab,73.6,1256,291,14,1,1249,1,1222,0.0,1801.0
g9405,lcl|NC_133176.1_prot_XP_073805421.1_272,farp1,73.6,1034,252,8,6,1033,12,1030,0.0,1504.0
g16662,lcl|NC_133178.1_prot_NP_001165868.1_10187,xylt1,73.6,951,216,10,94,1041,1,919,0.0,1380.0
g21304,lcl|NC_133189.1_prot_XP_009289414.1_53615,ocrl,73.6,847,203,7,1,845,134,961,0.0,1246.0
g6808,lcl|NC_133180.1_prot_XP_073807605.1_21721,fer,73.6,828,210,4,1,825,1,822,0.0,1192.0
g10552,lcl|NC_133199.1_prot_XP_686426.6_84286,adarb2,73.6,750,171,8,18,757,8,740,0.0,1033.0
g152,lcl|NC_133181.1_prot_XP_073810912.1_26773,arhgap40,73.6,598,148,7,102,697,89,678,9.14e-300,835.0
g16529,lcl|NC_133176.1_prot_NP_001082897.2_3515,khsrp,73.6,632,112,17,1,599,1,610,2.31e-276,773.0
g13778,lcl|NC_133187.1_prot_NP_001002342.1_47633,narf,73.6,466,117,3,1,461,1,465,1.2e-254,702.0
g5299,lcl|NC_133194.1_prot_NP_956203.1_70303,cap1,73.6,469,117,4,1,468,1,463,1.43e-226,631.0
g14974,lcl|NC_133198.1_prot_NP_001017554.1_83852,rnf150b,73.6,432,92,6,5,436,4,413,2.4500000000000006e-213,595.0
g715,lcl|NC_133186.1_prot_NP_001007339.1_42766,glt8d1,73.6,368,90,3,1,366,1,363,2.95e-199,554.0
g19794,lcl|NC_133179.1_prot_XP_001337941.2_13062,faxca,73.6,356,83,3,12,364,46,393,4.289999999999999e-189,530.0
g21345,lcl|NC_133189.1_prot_XP_073778122.1_53450,LOC141377546,73.6,330,85,2,22,350,28,356,3.92e-170,480.0
g2162,lcl|NC_133177.1_prot_NP_001070046.1_6695,sdr39u1,73.6,299,77,1,1,299,1,297,1.36e-168,471.0
g20548,lcl|NC_133192.1_prot_XP_009291404.2_63772,abraxas2,73.6,349,78,4,1,346,1,338,4.63e-164,470.0
g14745,lcl|NC_133182.1_prot_NP_956861.2_28360,dhrs4,73.6,276,70,1,1,273,1,276,1.19e-141,400.0
g21569,lcl|NC_133196.1_prot_NP_998467.1_74526,hnrnpabb,73.6,277,55,4,69,333,39,309,6.83e-124,359.0
g20869,lcl|NC_133188.1_prot_NP_001082838.1_50468,pcgf6,73.6,235,61,1,21,254,43,277,3.34e-125,358.0
g19340,lcl|NC_133191.1_prot_NP_001017683.2_60067,rab42b,73.6,220,54,1,1,220,1,216,5.47e-116,331.0
g3056,lcl|NC_133180.1_prot_NP_001019579.1_19495,ela3l,73.6,201,53,0,101,301,1,201,8.05e-113,326.0
g8835,lcl|NC_133196.1_prot_NP_571838.1_76360,cldnb,73.6,216,54,3,1,214,1,215,3.2999999999999996e-114,326.0
g382,lcl|NC_133186.1_prot_NP_998478.1_45183,prxl2b,73.6,201,53,0,1,201,1,201,6.08e-108,309.0
g21333,lcl|NC_133189.1_prot_XP_073777272.1_53414,rbmx,73.6,250,49,7,1,247,1,236,2.93e-102,305.0
g5100,lcl|NC_133194.1_prot_XP_005159685.2_69651,tpd52,73.6,163,42,1,10,172,45,206,5.5e-69,212.0
g6038,lcl|NC_133192.1_prot_NP_001314830.1_64206,isca2,73.6,121,32,0,53,173,35,155,1.5299999999999998e-60,186.0
g17323,lcl|NC_133186.1_prot_NP_001338727.1_42852,pole4,73.6,129,32,1,1,129,1,127,4.01e-55,170.0
g7936,lcl|NC_133195.1_prot_NP_001171406.2_74118,dio3b,73.6,72,17,1,4,75,200,269,3.24e-31,111.0
g4723,lcl|NC_133198.1_prot_NP_571956.1_83509,irx7,73.6,72,19,0,123,194,109,180,1.83e-26,110.0
g7994,lcl|NC_133198.1_prot_XP_021329407.2_83058,phip,73.5,1854,425,27,1,1835,1,1807,0.0,2376.0
g9617,lcl|NC_133184.1_prot_XP_001919436.3_37366,kcnh3,73.5,1219,276,18,1,1199,1,1192,0.0,1518.0
g14231,lcl|NC_133187.1_prot_XP_005156133.1_46200,slc4a1b,73.5,839,221,1,2,840,8,845,0.0,1227.0
g4125,lcl|NC_133190.1_prot_XP_073780355.1_54461,axl,73.5,848,206,8,50,894,4,835,0.0,1218.0
g21521,lcl|NC_133189.1_prot_XP_073778544.1_51957,diaph1,73.5,1031,259,7,7,1025,4,1032,0.0,1211.0
g4921,lcl|NC_133194.1_prot_XP_005170069.1_69110,tbc1d5,73.5,877,180,16,1,860,1,842,0.0,1153.0
g2160,lcl|NC_133177.1_prot_XP_073784487.1_6691,nfatc4,73.5,820,184,15,96,907,1,795,0.0,1123.0
g18640,lcl|NC_133200.1_prot_NP_001035392.1_88662,zgc:136858,73.5,680,178,1,12,689,9,688,0.0,978.0
g100,lcl|NC_133186.1_prot_XP_073772873.1_44319,unm_sa1614,73.5,668,171,3,40,704,44,708,0.0,976.0
g4994,lcl|NC_133194.1_prot_XP_688194.1_69796,galnt12,73.5,578,151,2,1,576,1,578,0.0,920.0
g9542,lcl|NC_133184.1_prot_XP_073768139.1_36126,slc9a2,73.5,616,161,2,1,615,68,682,0.0,915.0
g16006,lcl|NC_133176.1_prot_XP_073806195.1_1207,tbc1d1,73.5,690,160,9,597,1283,17,686,0.0,910.0
g5587,lcl|NC_133188.1_prot_XP_001342512.2_49260,zmp:0000000662,73.5,601,153,3,1,601,1,595,2.34e-309,865.0
g10509,lcl|NC_133199.1_prot_XP_073797044.1_86055,cngb3.2,73.5,634,153,5,169,787,1,634,1.5e-292,819.0
g17158,lcl|NC_133197.1_prot_NP_001038443.2_79759,ddx59,73.5,539,127,2,88,626,58,580,3.0399999999999998e-285,791.0
g20963,lcl|NC_133188.1_prot_NP_997971.2_50457,cyp17a1,73.5,514,126,4,3,513,9,515,1.68e-277,764.0
g18551,lcl|NC_133193.1_prot_XP_073785412.1_66130,fan1,73.5,498,130,2,488,983,7,504,5.3e-268,758.0
g9350,lcl|NC_133184.1_prot_NP_955871.2_38766,phgdh,73.5,524,136,2,1,523,1,522,8.469999999999999e-262,758.0
g13544,lcl|NC_133187.1_prot_NP_001007764.1_45967,asah2,73.5,494,129,2,11,503,8,500,1.8799999999999998e-263,737.0
g5981,lcl|NC_133189.1_prot_NP_956670.1_52695,fgfrl1a,73.5,505,109,6,8,509,1,483,1.6600000000000003e-257,712.0
g2572,lcl|NC_133180.1_prot_XP_009299499.1_18707,kremen1,73.5,464,110,6,111,574,1,451,1.74e-256,711.0
g1166,lcl|NC_133181.1_prot_NP_001003519.1_26615,pltp,73.5,457,120,1,5,461,19,474,3.78e-245,679.0
g14795,lcl|NC_133182.1_prot_NP_997973.1_27365,rbm14b,73.5,578,122,14,1,569,1,556,9.9e-233,655.0
g415,lcl|NC_133181.1_prot_XP_009301004.1_26523,hyal2a,73.5,407,103,2,4,410,15,416,9.12e-221,632.0
g10775,lcl|NC_133182.1_prot_XP_005166650.1_31030,pacsin3,73.5,442,108,3,1,442,1,433,8.27e-220,612.0
g11281,lcl|NC_133188.1_prot_XP_073775204.1_50069,kifbp,73.5,423,109,1,231,653,1,420,1.7600000000000002e-215,609.0
g9440,lcl|NC_133184.1_prot_NP_957116.2_39043,gpr143,73.5,415,105,3,1,414,1,411,2.8299999999999997e-219,608.0
g14164,lcl|NC_133199.1_prot_NP_956361.1_86308,pus3,73.5,408,103,4,98,502,47,452,9.61e-216,605.0
g19591,lcl|NC_133191.1_prot_NP_956876.1_61333,trip13,73.5,412,103,2,14,423,17,424,1.21e-213,595.0
g17352,lcl|NC_133197.1_prot_NP_001038542.1_79689,shdb,73.5,400,92,5,1,395,1,391,1.23e-207,577.0
g19017,lcl|NC_133191.1_prot_NP_694516.1_59533,onecutl,73.5,452,106,9,5,448,1,446,1.3899999999999998e-205,577.0
g10961,lcl|NC_133182.1_prot_NP_001307047.1_30607,dpep1,73.5,377,100,0,20,396,18,394,3.1299999999999997e-205,573.0
g2244,lcl|NC_133177.1_prot_NP_001001832.1_6952,ift57,73.5,404,104,2,9,411,3,404,1.6500000000000002e-200,561.0
g21572,lcl|NC_133189.1_prot_XP_073777250.1_52802,spon2a,73.5,324,85,1,1,323,1,324,5.12e-183,510.0
g4475,lcl|NC_133193.1_prot_NP_001076498.1_67409,st3gal4,73.5,339,84,3,1,338,1,334,2.58e-181,506.0
g12137,lcl|NC_133179.1_prot_NP_001002048.1_13898,akr1b1.1,73.5,313,83,0,8,320,3,315,1.47e-175,490.0
g20100,lcl|NC_133191.1_prot_XP_009290741.1_59578,ldlrad4b,73.5,291,65,1,1,291,1,279,6.559999999999998e-134,384.0
g6940,lcl|NC_133196.1_prot_NP_956470.1_74323,tmem38b,73.5,249,66,0,1,249,1,249,7.48e-131,376.0
g6341,lcl|NC_133188.1_prot_NP_001001946.3_49316,adh8a,73.5,253,66,1,1,252,124,376,3.3100000000000005e-129,372.0
g11474,lcl|NC_133182.1_prot_NP_571756.1_27773,htatip2,73.5,230,61,0,43,272,2,231,2.08e-124,355.0
g8940,lcl|NC_133180.1_prot_XP_073806199.1_21801,slc37a2,73.5,230,61,0,260,489,35,264,6.869999999999999e-114,338.0
g18355,lcl|NC_133193.1_prot_XP_009291894.1_66279,si:dkeyp-59c12.1,73.5,200,53,0,1,200,9,208,6.58e-107,307.0
g16272,lcl|NC_133176.1_prot_XP_005170974.1_1592,mnd1,73.5,204,54,0,1,204,1,204,1.23e-102,296.0
g19418,lcl|NC_133190.1_prot_NP_001017598.2_56775,sostdc1a,73.5,181,43,4,1,181,1,176,2.07e-90,265.0
g21099,lcl|NC_133189.1_prot_XP_073777599.1_54434,exosc3,73.5,170,45,0,75,244,41,210,1.28e-87,260.0
g19315,lcl|NC_133191.1_prot_NP_001002485.1_60121,mrps15,73.5,185,48,1,58,242,60,243,3.7e-84,254.0
g10996,lcl|NC_133182.1_prot_NP_001076333.1_27583,sdhaf2,73.5,162,39,2,1,162,1,158,1.71e-83,244.0
g19879,lcl|NC_133191.1_prot_XP_073780501.1_60492,rspo3,73.5,185,48,1,57,241,1,184,8.37e-67,209.0
g14711,lcl|NC_133182.1_prot_NP_001002372.1_28221,tm4sf5,73.5,136,34,2,3,137,2,136,3.71e-62,194.0
g9790,lcl|NC_133184.1_prot_XP_073768042.1_38677,asb1,73.5,102,26,1,31,131,15,116,1.57e-44,152.0
g11989,lcl|NC_133179.1_prot_NP_001410787.1_13994,spx,73.5,98,25,1,45,142,1,97,3.78e-45,145.0
g17338,lcl|NC_133197.1_prot_NP_001002203.1_79203,fam32a,73.5,113,26,2,1,113,1,109,3.91e-45,143.0
g5394,lcl|NC_133194.1_prot_NP_001035140.1_67595,mycbp,73.5,102,27,0,1,102,1,102,9.18e-45,142.0
g9555,lcl|NC_133176.1_prot_NP_001008624.1_2753,arhgef7b,73.5,83,22,0,1,83,717,799,3.8e-33,121.0
g21165,lcl|NC_133189.1_prot_NP_001002153.2_53576,ndufa1,73.5,68,18,0,2,69,3,70,1.6800000000000002e-32,108.0
g22343,lcl|NC_133182.1_prot_NP_571960.1_29653,cebpa,73.5,68,18,0,209,276,204,271,1.47e-20,90.9
g2759,lcl|NC_133182.1_prot_XP_021333529.2_29037,znf710b,73.5,49,13,0,233,281,303,351,4e-17,88.2
g13325,lcl|NC_133194.1_prot_XP_073787525.1_68081,si:dkey-89b17.4,73.5,34,9,0,98,131,1088,1121,1.95e-09,62.0
g18668,lcl|NC_133200.1_prot_NP_001410598.1_87427,plxnb2b,73.4,1867,465,12,1,1855,1,1847,0.0,2708.0
g10180,lcl|NC_133186.1_prot_XP_073771501.1_43989,nfasca,73.4,1227,311,5,9,1233,9,1222,0.0,1834.0
g16042,lcl|NC_133176.1_prot_NP_955836.2_1311,smc2,73.4,1194,318,0,1,1194,1,1194,0.0,1462.0
g16336,lcl|NC_133176.1_prot_XP_073764683.1_4003,LOC137494316,73.4,845,223,2,1,844,1,844,0.0,1280.0
g16184,lcl|NC_133176.1_prot_NP_001002310.1_3036,pkd2,73.4,915,217,9,1,900,1,904,0.0,1225.0
g12180,lcl|NC_133179.1_prot_XP_073802924.1_12685,ano6,73.4,802,197,7,109,901,1,795,0.0,1189.0
g171952,lcl|NC_133177.1_prot_XP_073778946.1_4594,acap2a,73.4,802,203,3,1,802,1,792,0.0,1122.0
g20168,lcl|NC_133188.1_prot_XP_073776527.1_48529,vit,73.4,808,192,9,1,805,1,788,0.0,1089.0
g6655,lcl|NC_133180.1_prot_NP_001313311.1_19716,niban2b,73.4,655,166,3,1,650,1,652,0.0,969.0
g6429,lcl|NC_133180.1_prot_NP_956942.1_20060,ndor1,73.4,595,154,2,1,591,1,595,3.69e-317,871.0
g16181,lcl|NC_133176.1_prot_NP_955937.1_1693,coro2aa,73.4,527,130,4,6,523,1,526,2.69e-294,808.0
g21433,lcl|NC_133189.1_prot_NP_001245159.1_51900,slc16a2,73.4,523,98,9,51,565,37,526,3.45e-263,731.0
g18038,lcl|NC_133193.1_prot_NP_001037812.1_66050,dennd11,73.4,518,95,6,1,503,1,490,2.44e-264,729.0
g15184,lcl|NC_133181.1_prot_XP_009300357.1_22829,kynu,73.4,451,120,0,11,461,3,453,4.64e-255,703.0
g10573,lcl|NC_133187.1_prot_NP_955954.1_46943,waca,73.4,564,117,9,1,538,1,557,5.9800000000000005e-248,692.0
g14138,lcl|NC_133187.1_prot_XP_073773554.1_48249,pald1a,73.4,463,121,1,433,895,18,478,1.37e-239,682.0
g17291,lcl|NC_133197.1_prot_XP_695792.2_78285,matk,73.4,440,117,0,1,440,1,440,3.82e-244,675.0
g14518,lcl|NC_133176.1_prot_XP_009291259.1_2459,rgs12b,73.4,493,121,6,1,487,683,1171,1.12e-224,665.0
g19109,lcl|NC_133194.1_prot_NP_998625.2_69275,syt11a,73.4,466,109,4,1,466,1,451,1.12e-236,656.0
g3296,lcl|NC_133180.1_prot_NP_001071233.1_20664,bmp3,73.4,414,96,3,23,427,44,452,1.0700000000000001e-217,607.0
g9381,lcl|NC_133184.1_prot_XP_009302699.2_35924,atf2,73.4,488,86,4,1,479,1,453,5.93e-209,590.0
g2070,lcl|NC_133177.1_prot_NP_571951.3_7758,admp,73.4,391,94,6,13,398,5,390,2.75e-205,572.0
g2341,lcl|NC_133177.1_prot_NP_999859.2_5464,zgc:55781,73.4,421,100,2,7,415,7,427,2.14e-196,551.0
g8941,lcl|NC_133180.1_prot_NP_001038720.2_21813,pou2f3,73.4,399,102,3,1,397,1,397,2.2e-191,536.0
g14989,lcl|NC_133176.1_prot_NP_001092915.2_2173,ednraa,73.4,346,91,1,145,490,64,408,5.37e-184,523.0
g5507,lcl|NC_133192.1_prot_NP_997767.1_64246,ahsa1b,73.4,338,89,1,1,338,1,337,2.35e-187,521.0
g14949,lcl|NC_133176.1_prot_XP_009304581.1_508,trim2b,73.4,677,166,5,1,671,1,669,6.38e-175,516.0
g6008,lcl|NC_133192.1_prot_XP_009291551.1_64402,si:dkey-206p8.1,73.4,346,88,2,76,421,1,342,1.6199999999999999e-174,493.0
g635,lcl|NC_133196.1_prot_NP_956671.2_75284,zgc:64106,73.4,319,85,0,3,321,5,323,3.56e-169,474.0
g805,lcl|NC_133181.1_prot_XP_073810494.1_25570,si:ch211-157b11.8,73.4,304,72,2,116,411,12,314,7.420000000000001e-161,457.0
g12706,lcl|NC_133178.1_prot_XP_005163825.2_11841,zmp:0000001048,73.4,304,81,0,1,304,1,304,1.4e-162,456.0
g18608,lcl|NC_133200.1_prot_XP_073798480.1_88490,parietopsin,73.4,286,76,0,61,346,13,298,8.81e-151,432.0
g8756,lcl|NC_133185.1_prot_XP_017213565.1_41621,rtn4rl1a,73.4,458,112,7,1,456,1,450,2.15e-146,427.0
g19607,lcl|NC_133191.1_prot_NP_001017551.1_59143,fam8a1b,73.4,290,64,5,58,339,42,326,3.63e-134,386.0
g7968,lcl|NC_133195.1_prot_NP_001107133.1_74219,zgc:165600,73.4,271,61,3,95,355,6,275,1.11e-134,386.0
g16974,lcl|NC_133198.1_prot_NP_998441.1_84031,ddah1,73.4,263,69,1,16,278,1,262,5.64e-133,379.0
g8064,lcl|NC_133195.1_prot_NP_955884.1_72954,rpl7l1,73.4,248,65,1,1,248,1,247,2.9600000000000003e-124,354.0
g2961,lcl|NC_133180.1_prot_XP_005165165.2_19392,ewsr1b,73.4,334,57,9,276,599,266,577,1.0499999999999998e-104,329.0
g9876,lcl|NC_133184.1_prot_NP_775395.2_38126,nifk,73.4,229,57,2,1,229,1,225,1.2500000000000001e-110,322.0
g1693,lcl|NC_133177.1_prot_NP_997934.1_7924,mbd3a,73.4,214,54,2,14,227,46,256,2.91e-101,297.0
g11498,lcl|NC_133182.1_prot_XP_073762306.1_30675,scamp2l,73.4,244,60,3,1,244,1,239,3.19e-98,291.0
g20775,lcl|NC_133181.1_prot_NP_001004555.2_23100,rtn4a,73.4,188,50,0,842,1029,25,212,5.69e-84,272.0
g19033,lcl|NC_133191.1_prot_NP_001096663.1_59497,isg20l2,73.4,173,46,0,220,392,133,305,6.89e-87,268.0
g16902,lcl|NC_133177.1_prot_NP_001013554.2_6563,zgc:101744,73.4,143,38,0,11,153,40,182,2.9999999999999996e-76,228.0
g11629,lcl|NC_133200.1_prot_NP_001017570.1_88569,cart2,73.4,109,29,0,10,118,12,120,1.53e-57,175.0
g16537,lcl|NC_133176.1_prot_NP_571953.1_3559,nanos3,73.4,79,20,1,153,231,80,157,1.48e-35,125.0
g2806,lcl|NC_133183.1_prot_XP_073766252.1_32611,pde4d,73.4,94,22,2,1,94,1,91,4.55e-33,122.0
g18987,lcl|NC_133191.1_prot_XP_073782595.1_60515,si:dkey-22o22.2,73.3,2590,621,6,345,2929,2,2526,0.0,3865.0
g12890,lcl|NC_133178.1_prot_XP_073800637.1_10340,cacna1ia,73.3,2377,428,43,1,2356,1,2191,0.0,3032.0
g229098,lcl|NC_133198.1_prot_XP_073794684.1_82320,agrn,73.3,1938,486,6,19,1943,19,1938,0.0,2842.0
g22818,lcl|NC_133186.1_prot_XP_073771745.1_44905,cacna1da,73.3,2076,431,27,116,2122,28,2048,0.0,2755.0
g22909,lcl|NC_133198.1_prot_XP_073794692.1_82331,agrn,73.3,1834,466,6,1,1829,1,1815,0.0,2692.0
g8570,lcl|NC_133199.1_prot_XP_068073316.1_85662,cnksr2a,73.3,958,222,11,1,935,1,947,0.0,1339.0
g227660,lcl|NC_133183.1_prot_XP_001922927.6_35172,prdm16,73.3,1171,239,26,37,1199,194,1298,0.0,1158.0
g21526,lcl|NC_133189.1_prot_NP_001009585.2_51979,pcdh2aa1,73.3,784,203,2,1,783,1,779,0.0,1149.0
g6279,lcl|NC_133192.1_prot_XP_073783763.1_64669,myt1lb,73.3,994,188,21,225,1206,45,973,0.0,1088.0
g7014,lcl|NC_133185.1_prot_NP_001108364.1_40019,musk,73.3,651,156,6,306,954,37,671,0.0,976.0
g18421,lcl|NC_133179.1_prot_XP_009298732.1_14918,gramd4a,73.3,589,140,6,1,587,27,600,1.77e-301,832.0
g21800,lcl|NC_133189.1_prot_NP_001188337.1_54136,ugl,73.3,535,140,2,9,541,7,540,2.39e-294,810.0
g9246,lcl|NC_133184.1_prot_NP_957225.1_37305,poglut2,73.3,502,130,1,4,505,3,500,4e-287,788.0
g21923,lcl|NC_133189.1_prot_NP_001071036.1_52217,ctsf,73.3,460,119,2,16,472,15,473,5.81e-253,699.0
g8614,lcl|NC_133182.1_prot_XP_073763700.1_31441,LOC101886560,73.3,514,112,2,101,609,1,494,1.32e-249,697.0
g17678,lcl|NC_133181.1_prot_NP_001418018.1_24588,zgc:103559,73.3,454,119,2,1,452,1,454,4.71e-252,695.0
g3643,lcl|NC_133190.1_prot_NP_998046.2_55065,ppm1na,73.3,430,114,1,1,430,1,429,2.72e-234,648.0
g2926,lcl|NC_133180.1_prot_NP_001119926.1_18871,fam222aa,73.3,543,112,10,1,526,1,527,1.2599999999999999e-229,644.0
g6999,lcl|NC_133196.1_prot_NP_001417740.1_74277,nup54,73.3,461,111,6,122,582,100,548,2.4999999999999997e-222,629.0
g2056,lcl|NC_133177.1_prot_XP_005168502.2_7765,ranbp3b,73.3,484,114,6,1,476,1,477,1.39e-218,615.0
g3089,lcl|NC_133180.1_prot_NP_001154983.1_21327,nol6,73.3,330,88,0,2,331,646,975,4.3e-174,515.0
g11965,lcl|NC_133179.1_prot_NP_001038508.1_14246,mcat,73.3,333,89,0,42,374,32,364,3.5e-181,508.0
g16258,lcl|NC_133189.1_prot_NP_001036183.1_53163,pdlim3b,73.3,315,84,0,1,315,1,315,2.6800000000000006e-179,499.0
g6218,lcl|NC_133192.1_prot_NP_001004565.2_63759,adprs,73.3,337,90,0,17,353,14,350,5.87e-176,496.0
g9755,lcl|NC_133184.1_prot_XP_073768709.1_36712,trim45,73.3,322,85,1,262,583,1,321,1.2700000000000003e-167,481.0
g5900,lcl|NC_133192.1_prot_NP_571411.1_63946,sox11a,73.3,371,79,7,1,368,1,354,5.420000000000001e-167,472.0
g22249,lcl|NC_133183.1_prot_NP_899190.2_35075,sult1st2,73.3,288,77,0,5,292,14,301,1.56e-164,460.0
g7023,lcl|NC_133196.1_prot_NP_001108042.2_74870,ch25hl2,73.3,266,71,0,13,278,9,274,1.99e-156,439.0
g17276,lcl|NC_133190.1_prot_XP_005157565.1_55820,usf1,73.3,300,78,2,1,299,1,299,2.34e-144,409.0
g13765,lcl|NC_133183.1_prot_NP_955859.2_32333,sap30bp,73.3,307,75,4,1,303,1,304,3.05e-135,387.0
g4716,lcl|NC_133194.1_prot_NP_001039319.1_69278,pex11b,73.3,266,67,2,3,264,1,266,2.65e-131,374.0
g12491,lcl|NC_133178.1_prot_NP_001018427.1_11338,syngr3a,73.3,232,56,2,1,230,1,228,1.44e-122,348.0
g12066,lcl|NC_133179.1_prot_NP_001020681.1_13218,ccdc3a,73.3,266,64,4,17,281,13,272,6.43e-106,311.0
g16471,lcl|NC_133176.1_prot_NP_001104230.1_3854,nxnl1,73.3,191,51,0,1,191,1,191,9.16e-100,290.0
g13830,lcl|NC_133199.1_prot_NP_998178.1_84521,zgc:56095,73.3,172,46,0,3,174,2,173,1.59e-91,266.0
g14903,lcl|NC_133198.1_prot_NP_001004674.1_83952,hmgb2b,73.3,176,46,1,1,175,1,176,6.8e-89,261.0
g1788,lcl|NC_133177.1_prot_NP_001093211.1_4651,otol1a,73.3,480,124,2,7,485,9,485,1.4e-78,255.0
g8716,lcl|NC_133190.1_prot_XP_073779411.1_55374,aldoca,73.3,161,43,0,183,343,1,161,9.22e-77,250.0
g19429,lcl|NC_133191.1_prot_NP_001003557.2_61006,bola1,73.3,150,37,1,1,150,1,147,2.2900000000000003e-73,218.0
g19460,lcl|NC_133191.1_prot_NP_001013494.1_57738,mrpl51,73.3,116,31,0,16,131,9,124,1.24e-58,179.0
g21729,lcl|NC_133189.1_prot_NP_991317.1_53077,psmd10,73.3,75,20,0,1,75,1,75,4.1899999999999995e-34,123.0
g6914,lcl|NC_133180.1_prot_NP_001289952.1_17964,bbln,73.3,75,18,2,1,75,1,73,5.34e-27,97.1
g1071,lcl|NC_133188.1_prot_XP_005156986.1_50151,phactr2,73.3,161,42,1,379,539,436,595,4.67e-09,61.2
g5780,lcl|NC_133192.1_prot_XP_017207244.3_62132,syne1b,73.2,8722,2281,15,17,8691,14,8724,0.0,11933.0
g8158,lcl|NC_133195.1_prot_XP_003200751.2_71855,mdn1,73.2,5560,1430,28,1,5535,1,5527,0.0,7704.0
g22174,lcl|NC_133198.1_prot_XP_073795164.1_82550,hspg2,73.2,3528,879,24,12,3524,14,3488,0.0,5165.0
g229090,lcl|NC_133198.1_prot_XP_073794689.1_82312,agrn,73.2,1922,486,6,19,1928,19,1922,0.0,2814.0
g4299,lcl|NC_133190.1_prot_XP_073779292.1_57111,fat3a,73.2,1566,386,9,1,1547,1,1551,0.0,2284.0
g115000,lcl|NC_133182.1_prot_XP_073762243.1_30989,neo1a,73.2,1383,306,14,1,1377,1,1325,0.0,1904.0
g3183,lcl|NC_133183.1_prot_XP_073767092.1_34684,npc1l1,73.2,1305,330,8,30,1328,2,1292,0.0,1890.0
g18295,lcl|NC_133200.1_prot_XP_698084.4_88979,man2c1,73.2,1024,271,3,1,1022,1,1023,0.0,1577.0
g6481,lcl|NC_133180.1_prot_XP_009299428.1_18232,ajm1,73.2,1106,275,10,1,1092,1,1099,0.0,1521.0
g6452,lcl|NC_133180.1_prot_XP_021332178.1_19984,pkn3,73.2,943,225,9,1,921,1,937,0.0,1291.0
g15194,lcl|NC_133184.1_prot_NP_001116747.1_37062,kif5c,73.2,952,242,6,1,950,1,941,0.0,1204.0
g14083,lcl|NC_133187.1_prot_XP_009305066.1_47425,thbs2b,73.2,858,221,4,105,954,325,1181,0.0,974.0
g18920,lcl|NC_133193.1_prot_NP_001166096.1_65788,tbc1d15,73.2,667,167,6,10,667,1,664,0.0,966.0
